"","replicate","dpi","cal_day","pot","dead","saliva","menu","egglay_tonight","egglay_last night","egglay_pic","alive","for_eip_not_mirs","sg_dissected"
"1012","r06",25,2024-09-24,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1013","r06",25,2024-09-24,"kc216",0,NA,"s",1,"1",1,2,NA,0
"1014","r06",25,2024-09-24,"ki216",0,NA,"s",1,"1",1,2,NA,0
"1015","r06",25,2024-09-24,"cc216",0,NA,"s",1,"1",1,6,NA,0
"1016","r06",25,2024-09-24,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1017","r06",26,2024-09-25,"kc210",0,NA,"s",1,"1",1,0,NA,0
"1018","r06",26,2024-09-25,"ki210",2,NA,"s",1,"1",1,0,NA,0
"1019","r06",26,2024-09-25,"cc210",0,NA,"s",1,"1",1,0,NA,0
"1020","r06",26,2024-09-25,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1021","r06",26,2024-09-25,"kc216",0,NA,"s",1,"-",0,0,NA,0
"1022","r06",26,2024-09-25,"ki216",0,NA,"s",1,"-",0,0,NA,0
"1023","r06",26,2024-09-25,"cc216",0,NA,"s",1,"1",1,0,NA,0
"1024","r06",26,2024-09-25,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1025","r06",27,2024-09-26,"kc210",1,NA,"w",1,"1",1,6,NA,0
"1026","r06",27,2024-09-26,"ki210",1,NA,"w",1,"1",1,6,NA,0
"1027","r06",27,2024-09-26,"cc210",1,NA,"w",1,"1",1,6,NA,0
"1028","r06",27,2024-09-26,"ci210",0,NA,"w",1,"-",0,0,NA,0
"1029","r06",27,2024-09-26,"kc216",0,NA,"w",1,"-",0,0,NA,0
"1030","r06",27,2024-09-26,"ki216",0,NA,"w",1,"-",0,0,NA,0
"1031","r06",27,2024-09-26,"cc216",0,NA,"w",1,"0",1,5,NA,0
"1032","r06",27,2024-09-26,"ci216",0,NA,"w",1,"-",0,0,NA,0
"1033","r06",28,2024-09-27,"kc210",0,NA,"bs",1,"1",1,0,NA,0
"1034","r06",28,2024-09-27,"ki210",1,NA,"bs",1,"1",1,0,NA,0
"1035","r06",28,2024-09-27,"cc210",0,NA,"bs",1,"1",1,0,NA,0
"1036","r06",28,2024-09-27,"ci210",0,NA,"bs",1,"-",0,0,NA,0
"1037","r06",28,2024-09-27,"kc216",0,NA,"bs",1,"-",0,0,NA,0
"1038","r06",28,2024-09-27,"ki216",0,NA,"bs",1,"-",0,0,NA,0
"1039","r06",28,2024-09-27,"cc216",0,NA,"bs",1,"-",0,0,NA,0
"1040","r06",28,2024-09-27,"ci216",0,NA,"bs",1,"-",0,0,NA,0
"1041","r06",29,2024-09-28,"kc210",2,NA,"s",1,"1",1,6,NA,0
"1042","r06",29,2024-09-28,"ki210",1,NA,"s",1,"1",1,3,NA,0
"1043","r06",29,2024-09-28,"cc210",0,NA,"s",1,"1",1,2,NA,0
"1044","r06",29,2024-09-28,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1045","r06",29,2024-09-28,"kc216",0,NA,"s",1,"-",0,0,NA,0
"1046","r06",29,2024-09-28,"ki216",0,NA,"s",1,"-",0,0,NA,0
"1047","r06",29,2024-09-28,"cc216",0,NA,"s",1,"-",0,0,NA,0
"1048","r06",29,2024-09-28,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1049","r06",30,2024-09-29,"kc210",0,NA,"s",1,"1",1,4,NA,0
"1050","r06",30,2024-09-29,"ki210",0,NA,"s",1,"-",0,0,NA,0
"1051","r06",30,2024-09-29,"cc210",0,NA,"s",1,"-",0,0,NA,0
"1052","r06",30,2024-09-29,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1053","r06",30,2024-09-29,"kc216",0,NA,"s",1,"-",0,0,NA,0
"1054","r06",30,2024-09-29,"ki216",0,NA,"s",1,"-",0,0,NA,0
"1055","r06",30,2024-09-29,"cc216",0,NA,"s",1,"-",0,0,NA,0
"1056","r06",30,2024-09-29,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1057","r07",0,2024-11-02,"kc210",0,NA,"is",0,"-",0,0,NA,0
"1058","r07",0,2024-11-02,"ki210",0,NA,"is",0,"-",0,0,NA,0
"1059","r07",0,2024-11-02,"cc210",0,NA,"is",0,"-",0,0,NA,0
"1060","r07",0,2024-11-02,"ci210",0,NA,"is",0,"-",0,0,NA,0
"1061","r07",0,2024-11-02,"kc216",0,NA,"is",0,"-",0,0,NA,0
"1062","r07",0,2024-11-02,"ki216",0,NA,"is",0,"-",0,0,NA,0
"1063","r07",0,2024-11-02,"cc216",0,NA,"is",0,"-",0,0,NA,0
"1064","r07",0,2024-11-02,"ci216",0,NA,"is",0,"-",0,0,NA,0
"1065","r07",1,2024-11-03,"kc210",0,NA,"s",1,"-",0,0,NA,0
"1066","r07",1,2024-11-03,"ki210",0,NA,"s",1,"-",0,0,NA,0
"1067","r07",1,2024-11-03,"cc210",4,NA,"s",1,"-",0,0,NA,0
"1068","r07",1,2024-11-03,"ci210",7,NA,"s",1,"-",0,0,NA,0
"1069","r07",1,2024-11-03,"kc216",2,NA,"s",1,"-",0,0,NA,0
"1070","r07",1,2024-11-03,"ki216",2,NA,"s",1,"-",0,0,NA,0
"1071","r07",1,2024-11-03,"cc216",4,NA,"s",1,"-",0,0,NA,0
"1072","r07",1,2024-11-03,"ci216",2,NA,"s",1,"-",0,0,NA,0
"1073","r07",2,2024-11-04,"kc210",2,NA,"s",1,"1",1,0,NA,0
"1074","r07",2,2024-11-04,"ki210",2,NA,"s",1,"1",1,0,NA,0
"1075","r07",2,2024-11-04,"cc210",7,NA,"s",1,"1",1,0,NA,0
"1076","r07",2,2024-11-04,"ci210",1,NA,"s",1,"1",1,0,NA,0
"1077","r07",2,2024-11-04,"kc216",0,NA,"s",1,"1",1,0,NA,0
"1078","r07",2,2024-11-04,"ki216",1,NA,"s",1,"1",1,0,NA,0
"1079","r07",2,2024-11-04,"cc216",3,NA,"s",1,"1",1,0,NA,0
"1080","r07",2,2024-11-04,"ci216",3,NA,"s",1,"1",1,0,NA,0
"1081","r07",3,2024-11-05,"kc210",0,NA,"s",1,"0",1,6,NA,0
"1082","r07",3,2024-11-05,"ki210",0,NA,"s",1,"1",1,6,NA,0
"1083","r07",3,2024-11-05,"cc210",0,NA,"s",1,"0",1,6,NA,0
"1084","r07",3,2024-11-05,"ci210",0,NA,"s",1,"1",1,6,NA,0
"1085","r07",3,2024-11-05,"kc216",0,NA,"s",1,"0",1,6,NA,0
"1086","r07",3,2024-11-05,"ki216",1,NA,"s",1,"0",1,6,NA,0
"1087","r07",3,2024-11-05,"cc216",5,NA,"s",1,"1",1,6,NA,0
"1088","r07",3,2024-11-05,"ci216",5,NA,"s",1,"1",1,6,NA,0
"1089","r07",4,2024-11-06,"kc210",0,NA,"s",1,"1",1,0,NA,0
"1090","r07",4,2024-11-06,"ki210",2,NA,"s",1,"1",1,0,NA,0
"1091","r07",4,2024-11-06,"cc210",8,NA,"s",1,"1",1,0,NA,0
"1092","r07",4,2024-11-06,"ci210",2,NA,"s",1,"1",1,0,NA,0
"1093","r07",4,2024-11-06,"kc216",2,NA,"s",1,"1",1,0,NA,0
"1094","r07",4,2024-11-06,"ki216",0,NA,"s",1,"1",1,0,NA,0
"1095","r07",4,2024-11-06,"cc216",18,NA,"s",1,"1",1,0,NA,0
"1096","r07",4,2024-11-06,"ci216",25,NA,"s",1,"1",1,0,NA,0
"1097","r07",5,2024-11-07,"kc210",1,NA,"s",1,"1",1,0,NA,0
"1098","r07",5,2024-11-07,"ki210",1,NA,"s",1,"1",1,0,NA,0
"1099","r07",5,2024-11-07,"cc210",32,NA,"s",1,"1",1,0,NA,0
"1100","r07",5,2024-11-07,"ci210",25,NA,"s",1,"1",1,0,NA,0
"1101","r07",5,2024-11-07,"kc216",3,NA,"s",1,"1",1,0,NA,0
"1102","r07",5,2024-11-07,"ki216",3,NA,"s",1,"1",1,0,NA,0
"1103","r07",5,2024-11-07,"cc216",42,NA,"s",1,"1",1,0,NA,0
"1104","r07",5,2024-11-07,"ci216",28,NA,"s",1,"1",1,0,NA,0
"1105","r07",6,2024-11-08,"kc210",0,NA,"w",1,"1",1,6,NA,0
"1106","r07",6,2024-11-08,"ki210",2,NA,"w",1,"1",1,6,NA,0
"1107","r07",6,2024-11-08,"cc210",37,NA,"w",1,"1",1,6,NA,0
"1108","r07",6,2024-11-08,"ci210",14,NA,"w",1,"1",1,6,NA,0
"1109","r07",6,2024-11-08,"kc216",3,NA,"w",1,"1",1,6,NA,0
"1110","r07",6,2024-11-08,"ki216",2,NA,"w",1,"1",1,6,NA,0
"1111","r07",6,2024-11-08,"cc216",32,NA,"w",1,"1",1,6,NA,0
"1112","r07",6,2024-11-08,"ci216",23,NA,"w",1,"1",1,6,NA,0
"1113","r07",7,2024-11-09,"kc210",0,NA,"bs",1,"0",1,0,NA,0
"1114","r07",7,2024-11-09,"ki210",0,NA,"bs",1,"0",1,0,NA,0
"1115","r07",7,2024-11-09,"cc210",8,NA,"bs",1,"1",1,0,NA,0
"1116","r07",7,2024-11-09,"ci210",7,NA,"bs",1,"1",1,0,NA,0
"1117","r07",7,2024-11-09,"kc216",6,NA,"bs",1,"1",1,0,NA,0
"1118","r07",7,2024-11-09,"ki216",0,NA,"bs",1,"1",1,0,NA,0
"1119","r07",7,2024-11-09,"cc216",12,NA,"bs",1,"1",1,0,NA,0
"1120","r07",7,2024-11-09,"ci216",8,NA,"bs",1,"1",1,0,NA,0
"1121","r07",8,2024-11-10,"kc210",1,NA,"s",1,"1",1,0,NA,0
"1122","r07",8,2024-11-10,"ki210",3,NA,"s",1,"1",1,0,NA,0
"1123","r07",8,2024-11-10,"cc210",15,NA,"s",1,"1",1,0,NA,0
"1124","r07",8,2024-11-10,"ci210",6,NA,"s",1,"1",1,0,NA,0
"1125","r07",8,2024-11-10,"kc216",4,NA,"s",1,"1",1,0,NA,0
"1126","r07",8,2024-11-10,"ki216",9,NA,"s",1,"1",1,0,NA,0
"1127","r07",8,2024-11-10,"cc216",16,NA,"s",1,"1",1,0,NA,0
"1128","r07",8,2024-11-10,"ci216",12,NA,"s",1,"1",1,0,NA,0
"1129","r07",9,2024-11-11,"kc210",0,NA,"s",1,"0",1,6,NA,0
"1130","r07",9,2024-11-11,"ki210",0,NA,"s",1,"1",1,6,NA,0
"1131","r07",9,2024-11-11,"cc210",8,NA,"s",1,"1",1,6,NA,0
"1132","r07",9,2024-11-11,"ci210",4,NA,"s",1,"1",1,6,NA,0
"1133","r07",9,2024-11-11,"kc216",7,NA,"s",1,"1",1,6,NA,0
"1134","r07",9,2024-11-11,"ki216",3,NA,"s",1,"1",1,6,NA,0
"1135","r07",9,2024-11-11,"cc216",5,NA,"s",1,"1",1,6,NA,0
"1136","r07",9,2024-11-11,"ci216",5,NA,"s",1,"1",1,6,NA,0
"1137","r07",10,2024-11-12,"kc210",0,NA,"w",1,"0",1,0,NA,0
"1138","r07",10,2024-11-12,"ki210",2,NA,"w",1,"1",1,4,1,8
"1139","r07",10,2024-11-12,"cc210",2,NA,"w",1,"0",1,0,NA,0
"1140","r07",10,2024-11-12,"ci210",0,NA,"w",1,"0",1,4,1,8
"1141","r07",10,2024-11-12,"kc216",2,NA,"w",1,"1",1,0,NA,0
"1142","r07",10,2024-11-12,"ki216",3,NA,"w",1,"0",1,4,1,8
"1143","r07",10,2024-11-12,"cc216",7,NA,"w",1,"0",1,0,NA,0
"1144","r07",10,2024-11-12,"ci216",4,NA,"w",1,"1",1,4,1,8
"1145","r07",11,2024-11-13,"kc210",0,NA,"bs",1,"1",1,6,NA,0
"1146","r07",11,2024-11-13,"ki210",11,NA,"bs",1,"1",1,4,1,8
"1147","r07",11,2024-11-13,"cc210",3,NA,"bs",1,"1",1,6,NA,0
"1148","r07",11,2024-11-13,"ci210",8,NA,"bs",1,"1",1,4,1,8
"1149","r07",11,2024-11-13,"kc216",7,NA,"bs",1,"1",1,6,NA,0
"1150","r07",11,2024-11-13,"ki216",5,NA,"bs",1,"1",1,4,1,8
"1151","r07",11,2024-11-13,"cc216",19,NA,"bs",1,"1",1,6,NA,0
"1152","r07",11,2024-11-13,"ci216",5,NA,"bs",1,"1",1,4,1,8
"1153","r07",12,2024-11-14,"kc210",6,NA,"s",1,"1",1,0,NA,0
"1154","r07",12,2024-11-14,"ki210",6,NA,"s",1,"1",1,4,1,8
"1155","r07",12,2024-11-14,"cc210",12,NA,"s",1,"1",1,0,NA,0
"1156","r07",12,2024-11-14,"ci210",13,NA,"s",1,"1",1,4,1,8
"1157","r07",12,2024-11-14,"kc216",20,NA,"s",1,"1",1,0,NA,0
"1158","r07",12,2024-11-14,"ki216",16,NA,"s",1,"1",1,4,1,8
"1159","r07",12,2024-11-14,"cc216",14,NA,"s",1,"1",1,0,NA,0
"1160","r07",12,2024-11-14,"ci216",11,NA,"s",1,"1",1,4,1,8
"1161","r07",13,2024-11-15,"kc210",4,NA,"s",1,"0",1,6,NA,0
"1162","r07",13,2024-11-15,"ki210",9,NA,"s",1,"1",1,4,1,8
"1163","r07",13,2024-11-15,"cc210",2,NA,"s",1,"1",1,6,NA,0
"1164","r07",13,2024-11-15,"ci210",7,NA,"s",1,"1",1,4,1,8
"1165","r07",13,2024-11-15,"kc216",8,NA,"s",1,"1",1,6,NA,0
"1166","r07",13,2024-11-15,"ki216",7,NA,"s",1,"1",1,4,1,8
"1167","r07",13,2024-11-15,"cc216",3,NA,"s",1,"1",1,6,NA,0
"1168","r07",13,2024-11-15,"ci216",4,NA,"s",1,"1",1,4,1,8
"1169","r07",14,2024-11-16,"kc210",1,NA,"w",1,"0",1,0,NA,0
"1170","r07",14,2024-11-16,"ki210",7,NA,"w",1,"1",1,4,1,8
"1171","r07",14,2024-11-16,"cc210",3,NA,"w",1,"0",1,0,NA,0
"1172","r07",14,2024-11-16,"ci210",3,NA,"w",1,"1",1,4,1,8
"1173","r07",14,2024-11-16,"kc216",4,NA,"w",1,"1",1,0,NA,0
"1174","r07",14,2024-11-16,"ki216",8,NA,"w",1,"1",1,4,1,8
"1175","r07",14,2024-11-16,"cc216",2,NA,"w",1,"0",1,0,NA,0
"1176","r07",14,2024-11-16,"ci216",5,NA,"w",1,"0",1,4,1,8
"1177","r07",15,2024-11-17,"kc210",1,NA,"bs",1,"1",1,6,NA,0
"1178","r07",15,2024-11-17,"ki210",5,NA,"bs",1,"1",1,4,1,8
"1179","r07",15,2024-11-17,"cc210",2,NA,"bs",1,"1",1,6,NA,0
"1180","r07",15,2024-11-17,"ci210",1,NA,"bs",1,"1",1,4,1,8
"1181","r07",15,2024-11-17,"kc216",8,NA,"bs",1,"1",1,6,NA,0
"1182","r07",15,2024-11-17,"ki216",13,NA,"bs",1,"1",1,4,1,8
"1183","r07",15,2024-11-17,"cc216",1,NA,"bs",1,"0",1,6,NA,0
"1184","r07",15,2024-11-17,"ci216",0,NA,"bs",1,"0",1,4,1,8
"1185","r07",16,2024-11-18,"kc210",2,NA,"s",1,"1",1,0,NA,0
"1186","r07",16,2024-11-18,"ki210",5,NA,"s",1,"1",1,4,1,8
"1187","r07",16,2024-11-18,"cc210",3,NA,"s",1,"1",1,0,NA,0
"1188","r07",16,2024-11-18,"ci210",2,NA,"s",1,"1",1,4,1,8
"1189","r07",16,2024-11-18,"kc216",2,NA,"s",1,"0",1,0,NA,0
"1190","r07",16,2024-11-18,"ki216",2,NA,"s",1,"1",1,4,1,8
"1191","r07",16,2024-11-18,"cc216",0,NA,"s",1,"0",1,0,NA,0
"1192","r07",16,2024-11-18,"ci216",0,NA,"s",1,"0",1,4,1,8
"1193","r07",17,2024-11-19,"kc210",1,NA,"s",1,"1",1,6,NA,0
"1194","r07",17,2024-11-19,"ki210",6,NA,"s",1,"0",1,4,1,8
"1195","r07",17,2024-11-19,"cc210",1,NA,"s",1,"0",1,6,NA,0
"1196","r07",17,2024-11-19,"ci210",2,NA,"s",1,"1",1,4,1,8
"1197","r07",17,2024-11-19,"kc216",6,NA,"s",1,"1",1,6,NA,0
"1198","r07",17,2024-11-19,"ki216",10,NA,"s",1,"1",1,4,1,8
"1199","r07",17,2024-11-19,"cc216",1,NA,"s",1,"0",1,1,NA,0
"1200","r07",17,2024-11-19,"ci216",0,NA,"s",1,"0",1,1,1,2
"1201","r07",18,2024-11-20,"kc210",2,NA,"w",1,"1",1,0,NA,0
"1202","r07",18,2024-11-20,"ki210",1,NA,"w",1,"0",1,4,1,8
"1203","r07",18,2024-11-20,"cc210",0,NA,"w",1,"0",1,0,NA,0
"1204","r07",18,2024-11-20,"ci210",2,NA,"w",1,"1",1,4,1,8
"1205","r07",18,2024-11-20,"kc216",1,NA,"w",1,"1",1,0,NA,0
"1206","r07",18,2024-11-20,"ki216",3,NA,"w",1,"1",1,4,1,8
"1207","r07",18,2024-11-20,"cc216",0,NA,"w",1,"-",0,0,NA,0
"1208","r07",18,2024-11-20,"ci216",0,NA,"w",1,"-",0,0,NA,0
"1209","r07",19,2024-11-21,"kc210",1,NA,"bs",1,"0",1,6,NA,0
"1210","r07",19,2024-11-21,"ki210",0,NA,"bs",1,"1",1,4,1,8
"1211","r07",19,2024-11-21,"cc210",0,NA,"bs",1,"1",1,6,NA,0
"1212","r07",19,2024-11-21,"ci210",0,NA,"bs",1,"1",1,4,1,8
"1213","r07",19,2024-11-21,"kc216",1,NA,"bs",1,"0",1,6,NA,0
"1214","r07",19,2024-11-21,"ki216",4,NA,"bs",1,"0",1,4,1,8
"1215","r07",19,2024-11-21,"cc216",0,NA,"bs",1,"-",0,0,NA,0
"1216","r07",19,2024-11-21,"ci216",0,NA,"bs",1,"-",0,0,NA,0
"1217","r07",20,2024-11-22,"kc210",0,NA,"s",1,"0",1,0,NA,0
"1218","r07",20,2024-11-22,"ki210",1,NA,"s",1,"1",1,4,1,8
"1219","r07",20,2024-11-22,"cc210",0,NA,"s",1,"1",1,0,NA,0
"1220","r07",20,2024-11-22,"ci210",0,NA,"s",1,"1",1,4,1,8
"1221","r07",20,2024-11-22,"kc216",0,NA,"s",1,"1",1,0,NA,0
"1222","r07",20,2024-11-22,"ki216",3,NA,"s",1,"1",1,4,1,8
"1223","r07",20,2024-11-22,"cc216",0,NA,"s",1,"-",0,0,NA,0
"1224","r07",20,2024-11-22,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1225","r07",21,2024-11-23,"kc210",1,NA,"s",1,"1",1,6,NA,0
"1226","r07",21,2024-11-23,"ki210",2,NA,"s",1,"1",1,6,NA,0
"1227","r07",21,2024-11-23,"cc210",0,NA,"s",1,"0",1,2,NA,0
"1228","r07",21,2024-11-23,"ci210",0,NA,"s",1,"0",1,5,NA,0
"1229","r07",21,2024-11-23,"kc216",1,NA,"s",1,"1",1,6,NA,0
"1230","r07",21,2024-11-23,"ki216",0,NA,"s",1,"1",1,6,NA,0
"1231","r07",21,2024-11-23,"cc216",0,NA,"s",1,"-",0,0,NA,0
"1232","r07",21,2024-11-23,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1233","r07",22,2024-11-24,"kc210",2,NA,"s",0,"-",0,0,NA,0
"1234","r07",22,2024-11-24,"ki210",0,NA,"s",0,"-",0,0,NA,0
"1235","r07",22,2024-11-24,"cc210",0,NA,"s",0,"-",0,0,NA,0
"1236","r07",22,2024-11-24,"ci210",0,NA,"s",0,"-",0,0,NA,0
"1237","r07",22,2024-11-24,"kc216",0,NA,"s",0,"-",0,0,NA,0
"1238","r07",22,2024-11-24,"ki216",1,NA,"s",0,"-",0,0,NA,0
"1239","r07",22,2024-11-24,"cc216",0,NA,"s",0,"-",0,0,NA,0
"1240","r07",22,2024-11-24,"ci216",0,NA,"s",0,"-",0,0,NA,0
"1241","r07",23,2024-11-25,"kc210",1,NA,"s",0,"-",0,0,NA,0
"1242","r07",23,2024-11-25,"ki210",1,NA,"s",0,"-",0,0,NA,0
"1243","r07",23,2024-11-25,"cc210",0,NA,"s",0,"-",0,0,NA,0
"1244","r07",23,2024-11-25,"ci210",0,NA,"s",0,"-",0,0,NA,0
"1245","r07",23,2024-11-25,"kc216",1,NA,"s",0,"-",0,0,NA,0
"1246","r07",23,2024-11-25,"ki216",0,NA,"s",0,"-",0,0,NA,0
"1247","r07",23,2024-11-25,"cc216",0,NA,"s",0,"-",0,0,NA,0
"1248","r07",23,2024-11-25,"ci216",0,NA,"s",0,"-",0,0,NA,0
"1249","r07",24,2024-11-26,"kc210",0,NA,"s",1,"-",0,0,NA,0
"1250","r07",24,2024-11-26,"ki210",0,NA,"s",1,"-",0,0,NA,0
"1251","r07",24,2024-11-26,"cc210",0,NA,"s",1,"-",0,0,NA,0
"1252","r07",24,2024-11-26,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1253","r07",24,2024-11-26,"kc216",0,NA,"s",1,"-",0,0,NA,0
"1254","r07",24,2024-11-26,"ki216",0,NA,"s",1,"-",0,0,NA,0
"1255","r07",24,2024-11-26,"cc216",0,NA,"s",1,"-",0,0,NA,0
"1256","r07",24,2024-11-26,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1257","r07",25,2024-11-27,"kc210",0,NA,"s",1,"1",1,6,NA,0
"1258","r07",25,2024-11-27,"ki210",2,NA,"s",1,"1",1,6,NA,0
"1259","r07",25,2024-11-27,"cc210",0,NA,"s",1,"-",0,0,NA,0
"1260","r07",25,2024-11-27,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1261","r07",25,2024-11-27,"kc216",0,NA,"s",1,"0",1,6,NA,0
"1262","r07",25,2024-11-27,"ki216",1,NA,"s",1,"1",1,6,NA,0
"1263","r07",25,2024-11-27,"cc216",0,NA,"s",1,"-",0,0,NA,0
"1264","r07",25,2024-11-27,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1265","r07",26,2024-11-28,"kc210",0,NA,"w",1,"0",1,0,NA,0
"1266","r07",26,2024-11-28,"ki210",0,NA,"w",1,"1",1,0,NA,0
"1267","r07",26,2024-11-28,"cc210",0,NA,"w",1,"-",0,0,NA,0
"1268","r07",26,2024-11-28,"ci210",0,NA,"w",1,"-",0,0,NA,0
"1269","r07",26,2024-11-28,"kc216",0,NA,"w",1,"1",1,0,NA,0
"1270","r07",26,2024-11-28,"ki216",0,NA,"w",1,"1",1,0,NA,0
"1271","r07",26,2024-11-28,"cc216",0,NA,"w",1,"-",0,0,NA,0
"1272","r07",26,2024-11-28,"ci216",0,NA,"w",1,"-",0,0,NA,0
"1273","r07",27,2024-11-29,"kc210",0,NA,"s",0,"1",1,6,NA,0
"1274","r07",27,2024-11-29,"ki210",0,NA,"s",0,"1",1,3,NA,0
"1275","r07",27,2024-11-29,"cc210",0,NA,"s",0,"-",0,0,NA,0
"1276","r07",27,2024-11-29,"ci210",0,NA,"s",0,"-",0,0,NA,0
"1277","r07",27,2024-11-29,"kc216",0,NA,"s",0,"0",1,1,NA,0
"1278","r07",27,2024-11-29,"ki216",0,NA,"s",0,"0",1,2,NA,0
"1279","r07",27,2024-11-29,"cc216",0,NA,"s",0,"-",0,0,NA,0
"1280","r07",27,2024-11-29,"ci216",0,NA,"s",0,"-",0,0,NA,0
"1281","r07",28,2024-11-30,"kc210",0,NA,"s",0,"-",0,0,NA,0
"1282","r07",28,2024-11-30,"ki210",0,NA,"s",0,"-",0,0,NA,0
"1283","r07",28,2024-11-30,"cc210",0,NA,"s",0,"-",0,0,NA,0
"1284","r07",28,2024-11-30,"ci210",0,NA,"s",0,"-",0,0,NA,0
"1285","r07",28,2024-11-30,"kc216",0,NA,"s",0,"-",0,0,NA,0
"1286","r07",28,2024-11-30,"ki216",0,NA,"s",0,"-",0,0,NA,0
"1287","r07",28,2024-11-30,"cc216",0,NA,"s",0,"-",0,0,NA,0
"1288","r07",28,2024-11-30,"ci216",0,NA,"s",0,"-",0,0,NA,0
"1289","r07",29,2024-12-01,"kc210",0,NA,"s",0,"-",0,0,NA,0
"1290","r07",29,2024-12-01,"ki210",0,NA,"s",0,"-",0,0,NA,0
"1291","r07",29,2024-12-01,"cc210",0,NA,"s",0,"-",0,0,NA,0
"1292","r07",29,2024-12-01,"ci210",0,NA,"s",0,"-",0,0,NA,0
"1293","r07",29,2024-12-01,"kc216",0,NA,"s",0,"-",0,0,NA,0
"1294","r07",29,2024-12-01,"ki216",0,NA,"s",0,"-",0,0,NA,0
"1295","r07",29,2024-12-01,"cc216",0,NA,"s",0,"-",0,0,NA,0
"1296","r07",29,2024-12-01,"ci216",0,NA,"s",0,"-",0,0,NA,0
"1297","r07",30,2024-12-02,"kc210",0,NA,"s",0,"-",0,0,NA,0
"1298","r07",30,2024-12-02,"ki210",0,NA,"s",0,"-",0,0,NA,0
"1299","r07",30,2024-12-02,"cc210",0,NA,"s",0,"-",0,0,NA,0
"1300","r07",30,2024-12-02,"ci210",0,NA,"s",0,"-",0,0,NA,0
"1301","r07",30,2024-12-02,"kc216",0,NA,"s",0,"-",0,0,NA,0
"1302","r07",30,2024-12-02,"ki216",0,NA,"s",0,"-",0,0,NA,0
"1303","r07",30,2024-12-02,"cc216",0,NA,"s",0,"-",0,0,NA,0
"1304","r07",30,2024-12-02,"ci216",0,NA,"s",0,"-",0,0,NA,0
"1305","r08",0,2025-05-15,"kc270",0,NA,"is",0,"-",0,0,NA,0
"1306","r08",0,2025-05-15,"ki270",0,NA,"is",0,"-",0,0,NA,0
"1307","r08",0,2025-05-15,"cc270",0,NA,"is",0,"-",0,0,NA,0
"1308","r08",0,2025-05-15,"ci270",0,NA,"is",0,"-",0,0,NA,0
"1309","r08",0,2025-05-15,"kc276",0,NA,"is",0,"-",0,0,NA,0
"1310","r08",0,2025-05-15,"ki276",0,NA,"is",0,"-",0,0,NA,0
"1311","r08",0,2025-05-15,"cc276",0,NA,"is",0,"-",0,0,NA,0
"1312","r08",0,2025-05-15,"ci276",0,NA,"is",0,"-",0,0,NA,0
"1313","r08",1,2025-05-16,"kc270",1,NA,"s",1,"-",0,0,NA,0
"1314","r08",1,2025-05-16,"ki270",3,NA,"s",1,"-",0,0,NA,0
"1315","r08",1,2025-05-16,"cc270",7,NA,"s",1,"-",0,0,NA,0
"1316","r08",1,2025-05-16,"ci270",3,NA,"s",1,"-",0,0,NA,0
"1317","r08",1,2025-05-16,"kc276",4,NA,"s",1,"-",0,0,NA,0
"1318","r08",1,2025-05-16,"ki276",2,NA,"s",1,"-",0,0,NA,0
"1319","r08",1,2025-05-16,"cc276",5,NA,"s",1,"-",0,0,NA,0
"1320","r08",1,2025-05-16,"ci276",3,NA,"s",1,"-",0,0,NA,0
"1321","r08",2,2025-05-17,"kc270",1,NA,"s",1,"1",1,0,NA,0
"1322","r08",2,2025-05-17,"ki270",1,NA,"s",1,"1",1,0,NA,0
"1323","r08",2,2025-05-17,"cc270",1,NA,"s",1,"1",1,0,NA,0
"1324","r08",2,2025-05-17,"ci270",5,NA,"s",1,"1",1,0,NA,0
"1325","r08",2,2025-05-17,"kc276",0,NA,"s",1,"1",1,0,NA,0
"1326","r08",2,2025-05-17,"ki276",2,NA,"s",1,"1",1,0,NA,0
"1327","r08",2,2025-05-17,"cc276",4,NA,"s",1,"1",1,0,NA,0
"1328","r08",2,2025-05-17,"ci276",4,NA,"s",1,"1",1,0,NA,0
"1329","r08",3,2025-05-18,"kc270",1,NA,"s",1,"1",1,6,NA,0
"1330","r08",3,2025-05-18,"ki270",2,NA,"s",1,"1",1,6,NA,0
"1331","r08",3,2025-05-18,"cc270",3,NA,"s",1,"1",1,6,NA,0
"1332","r08",3,2025-05-18,"ci270",3,NA,"s",1,"1",1,6,NA,0
"1333","r08",3,2025-05-18,"kc276",1,NA,"s",1,"1",1,6,NA,0
"1334","r08",3,2025-05-18,"ki276",0,NA,"s",1,"1",1,6,NA,0
