"","replicate","dpi","cal_day","pot","dead","saliva","menu","egglay_tonight","egglay_last night","egglay_pic","alive","for_eip_not_mirs","sg_dissected"
"681","r05",9,2024-06-01,"cc216",3,NA,"w",1,"1",1,6,NA,0
"682","r05",9,2024-06-01,"ci216",16,NA,"w",1,"0",1,2,1,4
"683","r05",10,2024-06-02,"kc210",1,NA,"bs",1,"1",1,0,NA,0
"684","r05",10,2024-06-02,"ki210",3,NA,"bs",1,"1",1,2,1,4
"685","r05",10,2024-06-02,"kc216",0,NA,"bs",1,"1",1,0,NA,0
"686","r05",10,2024-06-02,"ki216",1,NA,"bs",1,"1",1,2,1,4
"687","r05",10,2024-06-02,"cc216",6,NA,"bs",1,"1",1,0,NA,0
"688","r05",10,2024-06-02,"ci216",25,NA,"bs",1,"1",1,2,1,4
"689","r05",11,2024-06-03,"kc210",2,NA,"s",1,"1",1,6,NA,0
"690","r05",11,2024-06-03,"ki210",1,NA,"s",1,"1",1,4,1,8
"691","r05",11,2024-06-03,"kc216",5,NA,"s",1,"1",1,6,NA,0
"692","r05",11,2024-06-03,"ki216",5,NA,"s",1,"1",1,4,1,8
"693","r05",11,2024-06-03,"cc216",16,NA,"s",1,"1",1,6,NA,0
"694","r05",11,2024-06-03,"ci216",31,NA,"s",1,"1",1,4,1,8
"695","r05",12,2024-06-04,"kc210",0,NA,"s",1,"1",1,0,NA,0
"696","r05",12,2024-06-04,"ki210",0,NA,"s",1,"0",1,4,1,8
"697","r05",12,2024-06-04,"kc216",2,NA,"s",1,"0",1,0,NA,0
"698","r05",12,2024-06-04,"ki216",5,NA,"s",1,"1",1,4,1,8
"699","r05",12,2024-06-04,"cc216",8,NA,"s",1,"1",1,0,NA,0
"700","r05",12,2024-06-04,"ci216",8,NA,"s",1,"0",1,4,1,8
"701","r05",13,2024-06-05,"kc210",0,NA,"w",1,"1",1,6,NA,0
"702","r05",13,2024-06-05,"ki210",1,NA,"w",1,"1",1,4,1,8
"703","r05",13,2024-06-05,"kc216",1,NA,"w",1,"0",1,6,NA,0
"704","r05",13,2024-06-05,"ki216",1,NA,"w",1,"1",1,4,1,8
"705","r05",13,2024-06-05,"cc216",1,NA,"w",1,"1",1,6,NA,0
"706","r05",13,2024-06-05,"ci216",4,NA,"w",1,"0",1,4,1,8
"707","r05",14,2024-06-06,"kc210",1,NA,"bs",1,"1",1,0,NA,0
"708","r05",14,2024-06-06,"ki210",0,NA,"bs",1,"1",1,4,1,8
"709","r05",14,2024-06-06,"kc216",2,NA,"bs",1,"1",1,0,NA,0
"710","r05",14,2024-06-06,"ki216",0,NA,"bs",1,"1",1,4,1,8
"711","r05",14,2024-06-06,"cc216",4,NA,"bs",1,"1",1,0,NA,0
"712","r05",14,2024-06-06,"ci216",2,NA,"bs",1,"0",1,4,1,8
"713","r05",15,2024-06-07,"kc210",3,NA,"s",1,"1",1,6,NA,0
"714","r05",15,2024-06-07,"ki210",2,NA,"s",1,"1",1,4,1,8
"715","r05",15,2024-06-07,"kc216",0,NA,"s",1,"1",1,6,NA,0
"716","r05",15,2024-06-07,"ki216",1,NA,"s",1,"0",1,4,1,8
"717","r05",15,2024-06-07,"cc216",3,NA,"s",1,"0",1,6,NA,0
"718","r05",15,2024-06-07,"ci216",0,NA,"s",1,"0",1,4,1,8
"719","r05",16,2024-06-08,"kc210",0,NA,"s",1,"1",1,0,NA,0
"720","r05",16,2024-06-08,"ki210",3,NA,"s",1,"1",1,4,1,8
"721","r05",16,2024-06-08,"kc216",1,NA,"s",1,"1",1,0,NA,0
"722","r05",16,2024-06-08,"ki216",1,NA,"s",1,"1",1,4,1,8
"723","r05",16,2024-06-08,"cc216",6,NA,"s",1,"0",1,0,NA,0
"724","r05",16,2024-06-08,"ci216",0,NA,"s",1,"0",1,4,1,8
"725","r05",17,2024-06-09,"kc210",1,NA,"w",1,"1",1,6,NA,0
"726","r05",17,2024-06-09,"ki210",2,NA,"w",1,"1",1,4,1,8
"727","r05",17,2024-06-09,"kc216",3,NA,"w",1,"1",1,6,NA,0
"728","r05",17,2024-06-09,"ki216",1,NA,"w",1,"1",1,4,1,8
"729","r05",17,2024-06-09,"cc216",5,NA,"w",1,"1",1,6,NA,0
"730","r05",17,2024-06-09,"ci216",0,NA,"w",1,"0",1,4,1,8
"731","r05",18,2024-06-10,"kc210",0,NA,"bs",1,"1",1,0,NA,0
"732","r05",18,2024-06-10,"ki210",0,NA,"bs",1,"1",1,0,NA,0
"733","r05",18,2024-06-10,"kc216",1,NA,"bs",1,"1",1,0,NA,0
"734","r05",18,2024-06-10,"ki216",2,NA,"bs",1,"1",1,0,NA,0
"735","r05",18,2024-06-10,"cc216",1,NA,"bs",1,"1",1,0,NA,0
"736","r05",18,2024-06-10,"ci216",0,NA,"bs",1,"-",0,0,NA,0
"737","r05",19,2024-06-11,"kc210",1,NA,"s",1,"1",1,6,NA,0
"738","r05",19,2024-06-11,"ki210",1,NA,"s",1,"1",1,6,NA,0
"739","r05",19,2024-06-11,"kc216",2,NA,"s",1,"1",1,6,NA,0
"740","r05",19,2024-06-11,"ki216",5,NA,"s",1,"1",1,6,NA,0
"741","r05",19,2024-06-11,"cc216",1,NA,"s",1,"1",1,6,NA,0
"742","r05",19,2024-06-11,"ci216",0,NA,"s",1,"-",0,0,NA,0
"743","r05",20,2024-06-12,"kc210",1,NA,"w",1,"0",1,0,NA,0
"744","r05",20,2024-06-12,"ki210",1,NA,"w",1,"1",1,0,NA,0
"745","r05",20,2024-06-12,"kc216",0,NA,"w",1,"1",1,0,NA,0
"746","r05",20,2024-06-12,"ki216",4,NA,"w",1,"0",1,0,NA,0
"747","r05",20,2024-06-12,"cc216",2,NA,"w",1,"0",1,0,NA,0
"748","r05",20,2024-06-12,"ci216",0,NA,"w",1,"-",0,0,NA,0
"749","r05",21,2024-06-13,"kc210",1,NA,"s",1,"1",1,6,NA,0
"750","r05",21,2024-06-13,"ki210",2,NA,"s",1,"1",1,6,NA,0
"751","r05",21,2024-06-13,"kc216",0,NA,"s",1,"0",1,6,NA,0
"752","r05",21,2024-06-13,"ki216",3,NA,"s",1,"0",1,6,NA,0
"753","r05",21,2024-06-13,"cc216",0,NA,"s",1,"0",1,6,NA,0
"754","r05",21,2024-06-13,"ci216",0,NA,"s",1,"-",0,0,NA,0
"755","r05",22,2024-06-14,"kc210",0,NA,"bs",1,"0",1,0,NA,0
"756","r05",22,2024-06-14,"ki210",0,NA,"bs",1,"1",1,0,NA,0
"757","r05",22,2024-06-14,"kc216",0,NA,"bs",1,"0",1,0,NA,0
"758","r05",22,2024-06-14,"ki216",1,NA,"bs",1,"1",1,0,NA,0
"759","r05",22,2024-06-14,"cc216",0,NA,"bs",1,"1",1,0,NA,0
"760","r05",22,2024-06-14,"ci216",0,NA,"bs",1,"-",0,0,NA,0
"761","r05",23,2024-06-15,"kc210",0,NA,"s",1,"0",1,6,NA,0
"762","r05",23,2024-06-15,"ki210",2,NA,"s",1,"1",1,6,NA,0
"763","r05",23,2024-06-15,"kc216",0,NA,"s",1,"1",1,6,NA,0
"764","r05",23,2024-06-15,"ki216",0,NA,"s",1,"1",1,6,NA,0
"765","r05",23,2024-06-15,"cc216",0,NA,"s",1,"0",1,4,NA,0
"766","r05",23,2024-06-15,"ci216",0,NA,"s",1,"-",0,0,NA,0
"767","r05",24,2024-06-16,"kc210",0,NA,"s",1,"1",1,0,NA,0
"768","r05",24,2024-06-16,"ki210",1,NA,"s",1,"1",1,0,NA,0
"769","r05",24,2024-06-16,"kc216",1,NA,"s",1,"0",1,0,NA,0
"770","r05",24,2024-06-16,"ki216",2,NA,"s",1,"1",1,0,NA,0
"771","r05",24,2024-06-16,"cc216",0,NA,"s",1,"-",0,0,NA,0
"772","r05",24,2024-06-16,"ci216",0,NA,"s",1,"-",0,0,NA,0
"773","r05",25,2024-06-17,"kc210",0,NA,"w",1,"1",1,5,NA,0
"774","r05",25,2024-06-17,"ki210",0,NA,"w",1,"1",1,6,NA,0
"775","r05",25,2024-06-17,"kc216",0,NA,"w",1,"0",1,6,NA,0
"776","r05",25,2024-06-17,"ki216",0,NA,"w",1,"1",1,6,NA,0
"777","r05",25,2024-06-17,"cc216",0,NA,"w",1,"-",0,0,NA,0
"778","r05",25,2024-06-17,"ci216",0,NA,"w",1,"-",0,0,NA,0
"779","r05",26,2024-06-18,"kc210",0,NA,"bs",1,"-",0,0,NA,0
"780","r05",26,2024-06-18,"ki210",1,NA,"bs",1,"1",1,0,NA,0
"781","r05",26,2024-06-18,"kc216",1,NA,"bs",1,"1",1,0,NA,0
"782","r05",26,2024-06-18,"ki216",0,NA,"bs",1,"1",1,0,NA,0
"783","r05",26,2024-06-18,"cc216",0,NA,"bs",1,"-",0,0,NA,0
"784","r05",26,2024-06-18,"ci216",0,NA,"bs",1,"-",0,0,NA,0
"785","r05",27,2024-06-19,"kc210",0,NA,"s",1,"-",0,0,NA,0
"786","r05",27,2024-06-19,"ki210",1,NA,"s",1,"1",1,6,NA,0
"787","r05",27,2024-06-19,"kc216",0,NA,"s",1,"1",1,6,NA,0
"788","r05",27,2024-06-19,"ki216",1,NA,"s",1,"0",1,3,NA,0
"789","r05",27,2024-06-19,"cc216",0,NA,"s",1,"-",0,0,NA,0
"790","r05",27,2024-06-19,"ci216",0,NA,"s",1,"-",0,0,NA,0
"791","r05",28,2024-06-20,"kc210",0,NA,"s",1,"-",0,0,NA,0
"792","r05",28,2024-06-20,"ki210",1,NA,"s",1,"1",1,0,NA,0
"793","r05",28,2024-06-20,"kc216",1,NA,"s",1,"1",1,0,NA,0
"794","r05",28,2024-06-20,"ki216",0,NA,"s",1,"-",0,0,NA,0
"795","r05",28,2024-06-20,"cc216",0,NA,"s",1,"-",0,0,NA,0
"796","r05",28,2024-06-20,"ci216",0,NA,"s",1,"-",0,0,NA,0
"797","r05",29,2024-06-21,"kc210",0,NA,"w",1,"-",0,0,NA,0
"798","r05",29,2024-06-21,"ki210",0,NA,"w",1,"0",1,6,NA,0
"799","r05",29,2024-06-21,"kc216",1,NA,"w",1,"0",1,1,NA,0
"800","r05",29,2024-06-21,"ki216",0,NA,"w",1,"-",0,0,NA,0
"801","r05",29,2024-06-21,"cc216",0,NA,"w",1,"-",0,0,NA,0
"802","r05",29,2024-06-21,"ci216",0,NA,"w",1,"-",0,0,NA,0
"803","r05",30,2024-06-22,"kc210",0,NA,"s",1,"-",0,0,NA,0
"804","r05",30,2024-06-22,"ki210",1,NA,"s",1,"1",1,2,NA,0
"805","r05",30,2024-06-22,"kc216",0,NA,"s",1,"-",0,0,NA,0
"806","r05",30,2024-06-22,"ki216",0,NA,"s",1,"-",0,0,NA,0
"807","r05",30,2024-06-22,"cc216",0,NA,"s",1,"-",0,0,NA,0
"808","r05",30,2024-06-22,"ci216",0,NA,"s",1,"-",0,0,NA,0
"809","r06",0,2024-08-30,"kc210",0,NA,"is",0,"-",0,0,NA,0
"810","r06",0,2024-08-30,"ki210",0,NA,"is",0,"-",0,0,NA,0
"811","r06",0,2024-08-30,"cc210",0,NA,"is",0,"-",0,0,NA,0
"812","r06",0,2024-08-30,"ci210",0,NA,"is",0,"-",0,0,NA,0
"813","r06",0,2024-08-30,"kc216",0,NA,"is",0,"-",0,0,NA,0
"814","r06",0,2024-08-30,"ki216",0,NA,"is",0,"-",0,0,NA,0
"815","r06",0,2024-08-30,"cc216",0,NA,"is",0,"-",0,0,NA,0
"816","r06",0,2024-08-30,"ci216",0,NA,"is",0,"-",NA,0,NA,0
"817","r06",1,2024-08-31,"kc210",0,NA,"s",1,"-",0,0,NA,0
"818","r06",1,2024-08-31,"ki210",2,NA,"s",1,"-",0,0,NA,0
"819","r06",1,2024-08-31,"cc210",1,NA,"s",1,"-",0,0,NA,0
"820","r06",1,2024-08-31,"ci210",1,NA,"s",1,"-",0,0,NA,0
"821","r06",1,2024-08-31,"kc216",0,NA,"s",1,"-",0,0,NA,0
"822","r06",1,2024-08-31,"ki216",3,NA,"s",1,"-",0,0,NA,0
"823","r06",1,2024-08-31,"cc216",3,NA,"s",1,"-",0,0,NA,0
"824","r06",1,2024-08-31,"ci216",2,NA,"s",1,"-",0,0,NA,0
"825","r06",2,2024-09-01,"kc210",0,NA,"s",1,"0",1,0,NA,0
"826","r06",2,2024-09-01,"ki210",0,NA,"s",1,"0",1,0,NA,0
"827","r06",2,2024-09-01,"cc210",0,NA,"s",1,"0",1,0,NA,0
"828","r06",2,2024-09-01,"ci210",3,NA,"s",1,"0",1,0,NA,0
"829","r06",2,2024-09-01,"kc216",0,NA,"s",1,"0",1,0,NA,0
"830","r06",2,2024-09-01,"ki216",0,NA,"s",1,"0",1,0,NA,0
"831","r06",2,2024-09-01,"cc216",1,NA,"s",1,"0",1,0,NA,0
"832","r06",2,2024-09-01,"ci216",0,NA,"s",1,"0",1,0,NA,0
"833","r06",3,2024-09-02,"kc210",0,NA,"s",1,"0",1,6,NA,0
"834","r06",3,2024-09-02,"ki210",1,NA,"s",1,"1",1,6,NA,0
"835","r06",3,2024-09-02,"cc210",1,NA,"s",1,"1",1,6,NA,0
"836","r06",3,2024-09-02,"ci210",0,NA,"s",1,"2",1,6,NA,0
"837","r06",3,2024-09-02,"kc216",0,NA,"s",1,"1",1,6,NA,0
"838","r06",3,2024-09-02,"ki216",0,NA,"s",1,"1",1,6,NA,0
"839","r06",3,2024-09-02,"cc216",0,NA,"s",1,"1",1,6,NA,0
"840","r06",3,2024-09-02,"ci216",0,NA,"s",1,"2",1,6,NA,0
"841","r06",4,2024-09-03,"kc210",0,NA,"s",1,"1",1,0,NA,0
"842","r06",4,2024-09-03,"ki210",1,NA,"s",1,"2",1,0,NA,0
"843","r06",4,2024-09-03,"cc210",1,NA,"s",1,"2",1,0,NA,0
"844","r06",4,2024-09-03,"ci210",0,NA,"s",1,"2",1,0,NA,0
"845","r06",4,2024-09-03,"kc216",0,NA,"s",1,"1",1,0,NA,0
"846","r06",4,2024-09-03,"ki216",0,NA,"s",1,"1",1,0,NA,0
"847","r06",4,2024-09-03,"cc216",3,NA,"s",1,"1",1,0,NA,0
"848","r06",4,2024-09-03,"ci216",0,NA,"s",1,"1",1,0,NA,0
"849","r06",5,2024-09-04,"kc210",0,NA,"w",1,"2",1,0,NA,0
"850","r06",5,2024-09-04,"ki210",0,NA,"w",1,"2",1,0,NA,0
"851","r06",5,2024-09-04,"cc210",0,NA,"w",1,"1",1,0,NA,0
"852","r06",5,2024-09-04,"ci210",10,NA,"w",1,"1",1,0,NA,0
"853","r06",5,2024-09-04,"kc216",2,NA,"w",1,"2",1,0,NA,0
"854","r06",5,2024-09-04,"ki216",0,NA,"w",1,"2",1,0,NA,0
"855","r06",5,2024-09-04,"cc216",1,NA,"w",1,"2",1,0,NA,0
"856","r06",5,2024-09-04,"ci216",1,NA,"w",1,"2",1,0,NA,0
"857","r06",6,2024-09-05,"kc210",1,NA,"bs",1,"1",1,6,NA,0
"858","r06",6,2024-09-05,"ki210",2,NA,"bs",1,"1",1,6,NA,0
"859","r06",6,2024-09-05,"cc210",9,NA,"bs",1,"1",1,6,NA,0
"860","r06",6,2024-09-05,"ci210",3,NA,"bs",1,"1",1,6,NA,0
"861","r06",6,2024-09-05,"kc216",11,NA,"bs",1,"1",1,6,NA,0
"862","r06",6,2024-09-05,"ki216",1,NA,"bs",1,"1",1,6,NA,0
"863","r06",6,2024-09-05,"cc216",1,NA,"bs",1,"1",1,6,NA,0
"864","r06",6,2024-09-05,"ci216",1,NA,"bs",1,"1",1,6,NA,0
"865","r06",7,2024-09-06,"kc210",4,NA,"s",1,"1",1,0,NA,0
"866","r06",7,2024-09-06,"ki210",2,NA,"s",1,"0",1,0,NA,0
"867","r06",7,2024-09-06,"cc210",1,NA,"s",1,"0",1,0,NA,0
"868","r06",7,2024-09-06,"ci210",5,NA,"s",1,"1",1,0,NA,0
"869","r06",7,2024-09-06,"kc216",10,NA,"s",1,"1",1,0,NA,0
"870","r06",7,2024-09-06,"ki216",5,NA,"s",1,"1",1,0,NA,0
"871","r06",7,2024-09-06,"cc216",6,NA,"s",1,"1",1,0,NA,0
"872","r06",7,2024-09-06,"ci216",0,NA,"s",1,"1",1,0,NA,0
"873","r06",8,2024-09-07,"kc210",1,NA,"s",1,"1",1,0,NA,0
"874","r06",8,2024-09-07,"ki210",5,NA,"s",1,"0",1,0,NA,0
"875","r06",8,2024-09-07,"cc210",3,NA,"s",1,"0",1,0,NA,0
"876","r06",8,2024-09-07,"ci210",10,NA,"s",1,"1",1,0,NA,0
"877","r06",8,2024-09-07,"kc216",6,NA,"s",1,"1",1,0,NA,0
"878","r06",8,2024-09-07,"ki216",3,NA,"s",1,"1",1,0,NA,0
"879","r06",8,2024-09-07,"cc216",6,NA,"s",1,"0",1,0,NA,0
"880","r06",8,2024-09-07,"ci216",2,NA,"s",1,"1",1,0,NA,0
"881","r06",9,2024-09-08,"kc210",0,NA,"w",1,"1",1,6,NA,0
"882","r06",9,2024-09-08,"ki210",5,NA,"w",1,"1",1,4,1,8
"883","r06",9,2024-09-08,"cc210",3,NA,"w",1,"0",1,6,NA,0
"884","r06",9,2024-09-08,"ci210",6,NA,"w",1,"1",1,4,1,8
"885","r06",9,2024-09-08,"kc216",9,NA,"w",1,"1",1,6,NA,0
"886","r06",9,2024-09-08,"ki216",0,NA,"w",1,"1",1,4,1,8
"887","r06",9,2024-09-08,"cc216",5,NA,"w",1,"0",1,6,NA,0
"888","r06",9,2024-09-08,"ci216",0,NA,"w",1,"0",1,4,1,8
"889","r06",10,2024-09-09,"kc210",2,NA,"bs",1,"1",1,0,NA,0
"890","r06",10,2024-09-09,"ki210",4,NA,"bs",1,"1",1,4,1,8
"891","r06",10,2024-09-09,"cc210",6,NA,"bs",1,"1",1,0,NA,0
"892","r06",10,2024-09-09,"ci210",4,NA,"bs",1,"1",1,4,1,8
"893","r06",10,2024-09-09,"kc216",9,NA,"bs",1,"2",1,0,NA,0
"894","r06",10,2024-09-09,"ki216",3,NA,"bs",1,"1",1,4,1,8
"895","r06",10,2024-09-09,"cc216",0,NA,"bs",1,"2",1,0,NA,0
"896","r06",10,2024-09-09,"ci216",2,NA,"bs",1,"2",1,4,1,8
"897","r06",11,2024-09-10,"kc210",0,NA,"s",1,"1",1,6,NA,0
"898","r06",11,2024-09-10,"ki210",4,NA,"s",1,"1",1,4,1,8
"899","r06",11,2024-09-10,"cc210",3,NA,"s",1,"0",1,6,NA,0
"900","r06",11,2024-09-10,"ci210",0,NA,"s",1,"1",1,4,1,8
"901","r06",11,2024-09-10,"kc216",9,NA,"s",1,"1",1,6,NA,0
"902","r06",11,2024-09-10,"ki216",4,NA,"s",1,"1",1,4,1,8
"903","r06",11,2024-09-10,"cc216",8,NA,"s",1,"1",1,6,NA,0
"904","r06",11,2024-09-10,"ci216",1,NA,"s",1,"1",1,4,1,8
"905","r06",12,2024-09-11,"kc210",1,NA,"s",1,"1",1,0,NA,0
"906","r06",12,2024-09-11,"ki210",3,NA,"s",1,"1",1,4,1,8
"907","r06",12,2024-09-11,"cc210",4,NA,"s",1,"1",1,0,NA,0
"908","r06",12,2024-09-11,"ci210",5,NA,"s",1,"1",1,4,1,8
"909","r06",12,2024-09-11,"kc216",11,NA,"s",1,"1",1,0,NA,0
"910","r06",12,2024-09-11,"ki216",16,NA,"s",1,"1",1,4,1,8
"911","r06",12,2024-09-11,"cc216",18,NA,"s",1,"1",1,0,NA,0
"912","r06",12,2024-09-11,"ci216",5,NA,"s",1,"1",1,4,1,8
"913","r06",13,2024-09-12,"kc210",2,NA,"w",1,"1",1,6,NA,0
"914","r06",13,2024-09-12,"ki210",1,NA,"w",1,"1",1,4,1,8
"915","r06",13,2024-09-12,"cc210",0,NA,"w",1,"1",1,6,NA,0
"916","r06",13,2024-09-12,"ci210",0,NA,"w",1,"1",1,4,1,8
"917","r06",13,2024-09-12,"kc216",6,NA,"w",1,"1",1,6,NA,0
"918","r06",13,2024-09-12,"ki216",7,NA,"w",1,"1",1,4,1,8
"919","r06",13,2024-09-12,"cc216",2,NA,"w",1,"1",1,6,NA,0
"920","r06",13,2024-09-12,"ci216",2,NA,"w",1,"1",1,4,1,8
"921","r06",14,2024-09-13,"kc210",2,NA,"bs",1,"1",1,0,NA,0
"922","r06",14,2024-09-13,"ki210",0,NA,"bs",1,"1",1,4,1,8
"923","r06",14,2024-09-13,"cc210",2,NA,"bs",1,"1",1,0,NA,0
"924","r06",14,2024-09-13,"ci210",4,NA,"bs",1,"1",1,4,1,8
"925","r06",14,2024-09-13,"kc216",3,NA,"bs",1,"1",1,0,NA,0
"926","r06",14,2024-09-13,"ki216",4,NA,"bs",1,"1",1,4,1,8
"927","r06",14,2024-09-13,"cc216",13,NA,"bs",1,"1",1,0,NA,0
"928","r06",14,2024-09-13,"ci216",2,NA,"bs",1,"1",1,4,1,8
"929","r06",15,2024-09-14,"kc210",4,NA,"s",1,"1",1,6,NA,0
"930","r06",15,2024-09-14,"ki210",5,NA,"s",1,"1",1,4,1,8
"931","r06",15,2024-09-14,"cc210",6,NA,"s",1,"1",1,6,NA,0
"932","r06",15,2024-09-14,"ci210",2,NA,"s",1,"1",1,4,1,8
"933","r06",15,2024-09-14,"kc216",1,NA,"s",1,"1",1,6,NA,0
"934","r06",15,2024-09-14,"ki216",2,NA,"s",1,"1",1,4,1,8
"935","r06",15,2024-09-14,"cc216",6,NA,"s",1,"1",1,6,NA,0
"936","r06",15,2024-09-14,"ci216",3,NA,"s",1,"1",1,4,1,8
"937","r06",16,2024-09-15,"kc210",1,NA,"s",1,"0",1,0,NA,0
"938","r06",16,2024-09-15,"ki210",2,NA,"s",1,"1",1,4,1,8
"939","r06",16,2024-09-15,"cc210",3,NA,"s",1,"1",1,0,NA,0
"940","r06",16,2024-09-15,"ci210",0,NA,"s",1,"1",1,4,1,8
"941","r06",16,2024-09-15,"kc216",0,NA,"s",1,"1",1,0,NA,0
"942","r06",16,2024-09-15,"ki216",6,NA,"s",1,"1",1,4,1,8
"943","r06",16,2024-09-15,"cc216",6,NA,"s",1,"1",1,0,NA,0
"944","r06",16,2024-09-15,"ci216",3,NA,"s",1,"0",1,4,1,8
"945","r06",17,2024-09-16,"kc210",3,NA,"w",1,"1",1,6,NA,0
"946","r06",17,2024-09-16,"ki210",0,NA,"w",1,"1",1,4,1,8
"947","r06",17,2024-09-16,"cc210",1,NA,"w",1,"1",1,6,NA,0
"948","r06",17,2024-09-16,"ci210",1,NA,"w",1,"1",1,4,1,8
"949","r06",17,2024-09-16,"kc216",1,NA,"w",1,"1",1,6,NA,0
"950","r06",17,2024-09-16,"ki216",2,NA,"w",1,"1",1,4,1,8
"951","r06",17,2024-09-16,"cc216",1,NA,"w",1,"1",1,6,NA,0
"952","r06",17,2024-09-16,"ci216",1,NA,"w",1,"0",1,4,1,8
"953","r06",18,2024-09-17,"kc210",0,NA,"bs",1,"1",1,0,NA,0
"954","r06",18,2024-09-17,"ki210",2,NA,"bs",1,"1",1,4,1,8
"955","r06",18,2024-09-17,"cc210",3,NA,"bs",1,"1",1,0,NA,0
"956","r06",18,2024-09-17,"ci210",1,NA,"bs",1,"1",1,4,1,8
"957","r06",18,2024-09-17,"kc216",0,NA,"bs",1,"1",1,0,NA,0
"958","r06",18,2024-09-17,"ki216",2,NA,"bs",1,"1",1,4,1,8
"959","r06",18,2024-09-17,"cc216",4,NA,"bs",1,"1",1,0,NA,0
"960","r06",18,2024-09-17,"ci216",0,NA,"bs",1,"1",1,4,1,8
"961","r06",19,2024-09-18,"kc210",3,NA,"s",1,"1",1,6,NA,0
"962","r06",19,2024-09-18,"ki210",3,NA,"s",1,"1",1,4,1,8
"963","r06",19,2024-09-18,"cc210",1,NA,"s",1,"1",1,6,NA,0
"964","r06",19,2024-09-18,"ci210",1,NA,"s",1,"1",1,4,1,8
"965","r06",19,2024-09-18,"kc216",2,NA,"s",1,"1",1,6,NA,0
"966","r06",19,2024-09-18,"ki216",1,NA,"s",1,"1",1,4,1,8
"967","r06",19,2024-09-18,"cc216",1,NA,"s",1,"1",1,6,NA,0
"968","r06",19,2024-09-18,"ci216",0,NA,"s",1,"0",1,4,1,8
"969","r06",20,2024-09-19,"kc210",0,NA,"s",1,"1",1,0,NA,0
"970","r06",20,2024-09-19,"ki210",2,NA,"s",1,"1",1,4,1,8
"971","r06",20,2024-09-19,"cc210",1,NA,"s",1,"0",1,0,NA,0
"972","r06",20,2024-09-19,"ci210",0,NA,"s",1,"1",1,4,1,8
"973","r06",20,2024-09-19,"kc216",0,NA,"s",1,"1",1,0,NA,0
"974","r06",20,2024-09-19,"ki216",1,NA,"s",1,"1",1,0,NA,0
"975","r06",20,2024-09-19,"cc216",1,NA,"s",1,"1",1,0,NA,0
"976","r06",20,2024-09-19,"ci216",0,NA,"s",1,"0",1,4,1,8
"977","r06",21,2024-09-20,"kc210",0,NA,"w",1,"1",1,6,NA,0
"978","r06",21,2024-09-20,"ki210",1,NA,"w",1,"0",1,4,1,8
"979","r06",21,2024-09-20,"cc210",5,NA,"w",1,"1",1,6,NA,0
"980","r06",21,2024-09-20,"ci210",0,NA,"w",1,"1",1,4,1,8
"981","r06",21,2024-09-20,"kc216",1,NA,"w",1,"0",1,6,NA,0
"982","r06",21,2024-09-20,"ki216",0,NA,"w",1,"1",1,6,NA,0
"983","r06",21,2024-09-20,"cc216",1,NA,"w",1,"1",1,6,NA,0
"984","r06",21,2024-09-20,"ci216",0,NA,"w",1,"0",1,6,NA,0
"985","r06",22,2024-09-21,"kc210",2,NA,"bs",1,"1",1,0,NA,0
"986","r06",22,2024-09-21,"ki210",1,NA,"bs",1,"1",1,0,NA,0
"987","r06",22,2024-09-21,"cc210",1,NA,"bs",1,"1",1,0,NA,0
"988","r06",22,2024-09-21,"ci210",0,NA,"bs",1,"1",1,4,1,8
"989","r06",22,2024-09-21,"kc216",0,NA,"bs",1,"1",1,0,NA,0
"990","r06",22,2024-09-21,"ki216",0,NA,"bs",1,"1",1,0,NA,0
"991","r06",22,2024-09-21,"cc216",1,NA,"bs",1,"1",1,0,NA,0
"992","r06",22,2024-09-21,"ci216",0,NA,"bs",1,"-",0,0,NA,0
"993","r06",23,2024-09-22,"kc210",0,NA,"s",1,"1",1,6,NA,0
"994","r06",23,2024-09-22,"ki210",0,NA,"s",1,"1",1,6,NA,0
"995","r06",23,2024-09-22,"cc210",3,NA,"s",1,"1",1,6,NA,0
"996","r06",23,2024-09-22,"ci210",0,NA,"s",1,"-",0,0,NA,0
"997","r06",23,2024-09-22,"kc216",0,NA,"s",1,"1",1,6,NA,0
"998","r06",23,2024-09-22,"ki216",0,NA,"s",1,"1",1,6,NA,0
"999","r06",23,2024-09-22,"cc216",0,NA,"s",1,"1",1,6,NA,0
"1000","r06",23,2024-09-22,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1001","r06",24,2024-09-23,"kc210",0,NA,"s",1,"1",1,0,NA,0
"1002","r06",24,2024-09-23,"ki210",1,NA,"s",1,"1",1,0,NA,0
"1003","r06",24,2024-09-23,"cc210",0,NA,"s",1,"1",1,0,NA,0
"1004","r06",24,2024-09-23,"ci210",0,NA,"s",1,"-",0,0,NA,0
"1005","r06",24,2024-09-23,"kc216",0,NA,"s",1,"1",1,0,NA,0
"1006","r06",24,2024-09-23,"ki216",0,NA,"s",1,"1",1,0,NA,0
"1007","r06",24,2024-09-23,"cc216",0,NA,"s",1,"1",1,0,NA,0
"1008","r06",24,2024-09-23,"ci216",0,NA,"s",1,"-",0,0,NA,0
"1009","r06",25,2024-09-24,"kc210",2,NA,"s",1,"1",1,6,NA,0
"1010","r06",25,2024-09-24,"ki210",2,NA,"s",1,"1",1,6,NA,0
"1011","r06",25,2024-09-24,"cc210",1,NA,"s",1,"1",1,6,NA,0
